"source_merchant_id","source_business_id","merchant_name","mcc","declared_expected_volume_band","declared_expected_ticket_band","onboarded_date","status","settlement_source_account_id","operating_hours_declared","outlet_count"
"MER-01152","BUS-00747","Sinar Digital - Eating Places","5812","250M_1B","50K_250K","2026-02-01","ACTIVE","ACC-0012794","09:00-21:00","9"
"MER-01153","BUS-01124","Sentosa Niaga - Taxicabs and Limousines","4121","250M_1B","LT_50K","2023-12-22","ACTIVE","ACC-0013278","10:00-22:00","6"
"MER-01154","BUS-00599","Makmur Utama - Cosmetic Stores","5977","LT_50M","50K_250K","2023-05-29","ACTIVE","ACC-0012603","10:00-22:00","2"
"MER-01155","BUS-00762","Abadi Bersama - Taxicabs and Limousines","4121","250M_1B","LT_50K","2025-04-12","ACTIVE","ACC-0012815","00:00-23:59","5"
"MER-01156","BUS-00783","Cemerlang Bersama - Quasi Cash","6051","GT_1B","GT_1M","2023-03-30","ACTIVE","ACC-0012842","09:00-21:00","10"
"MER-01157","BUS-00210","Abadi Bersama - Quasi Cash","6051","250M_1B","GT_1M","2023-06-21","ACTIVE","ACC-0012095","00:00-23:59","4"
"MER-01158","BUS-01144","Abadi Digital - Eating Places","5812","50M_250M","50K_250K","2025-05-30","ACTIVE","ACC-0013305","00:00-23:59","8"
"MER-01159","BUS-01183","Makmur Niaga - Misc Retail","5999","50M_250M","50K_250K","2022-12-31","ACTIVE","ACC-0013359","10:00-22:00","1"
"MER-01160","BUS-00422","Sejahtera Logistik - Electronics Stores","5732","LT_50M","GT_1M","2026-02-03","ACTIVE","ACC-0012364","09:00-21:00","6"
"MER-01161","BUS-00729","Jaya Utama - Betting-adjacent (restricted)","7995","GT_1B","GT_1M","2024-09-05","ACTIVE","ACC-0012773","00:00-23:59","1"
"MER-01162","BUS-01002","Lestari Perkasa - Utilities","4900","LT_50M","250K_1M","2025-12-23","ACTIVE","ACC-0013123","00:00-23:59","5"
"MER-01163","BUS-00986","Harapan Perkasa - Beauty Shops","7230","LT_50M","50K_250K","2025-10-03","ACTIVE","ACC-0013104","08:00-17:00","3"
"MER-01164","BUS-00981","Maju Digital - Lodging","7011","50M_250M","250K_1M","2024-03-05","ACTIVE","ACC-0013097","10:00-22:00","5"
"MER-01165","BUS-00634","Lestari Nusantara - Grocery Stores","5411","GT_1B","50K_250K","2024-04-03","ACTIVE","ACC-0012647","10:00-22:00","1"
"MER-01166","BUS-00662","Abadi Logistik - Family Clothing","5651","50M_250M","50K_250K","2022-12-31","ACTIVE","ACC-0012682","10:00-22:00","11"
"MER-01167","BUS-00270","Lestari Perkasa - Grocery Stores","5411","GT_1B","50K_250K","2024-04-02","SUSPENDED","ACC-0012171","00:00-23:59","10"
"MER-01168","BUS-00137","Sejahtera Bersama - Family Clothing","5651","GT_1B","50K_250K","2024-10-19","ACTIVE","ACC-0012000","09:00-21:00","3"
"MER-01169","BUS-00161","Maju Niaga - Lodging","7011","GT_1B","250K_1M","2023-08-10","ACTIVE","ACC-0012035","00:00-23:59","3"
"MER-01170","BUS-00010","Sinar Nusantara - Motion Picture Theatres","7832","LT_50M","50K_250K","2025-08-31","ACTIVE","ACC-0011842","08:00-17:00","10"
"MER-01171","BUS-00104","Jaya Bersama - Colleges and Universities","8220","50M_250M","GT_1M","2023-12-27","ACTIVE","ACC-0011961","00:00-23:59","9"
"MER-01172","BUS-00032","Mandiri Logistik - Beauty Shops","7230","LT_50M","50K_250K","2024-07-30","ACTIVE","ACC-0011870","10:00-22:00","2"
"MER-01173","BUS-00030","Jaya Nusantara - Betting-adjacent (restricted)","7995","50M_250M","GT_1M","2024-10-03","ACTIVE","ACC-0011868","10:00-22:00","3"
"MER-01174","BUS-00086","Mandiri Digital - Lodging","7011","GT_1B","250K_1M","2025-12-15","ACTIVE","ACC-0011936","10:00-22:00","11"
"MER-01175","BUS-00105","Sejahtera Nusantara - Grocery Stores","5411","250M_1B","50K_250K","2023-07-22","ACTIVE","ACC-0011962","10:00-22:00","2"
"MER-01176","BUS-00989","Jaya Perkasa - Hospitals","8062","GT_1B","250K_1M","2025-04-11","ACTIVE","ACC-0013107","09:00-21:00","9"
"MER-01177","BUS-00531","Mandiri Perkasa - Taxicabs and Limousines","4121","GT_1B","LT_50K","2025-08-14","ACTIVE","ACC-0012509","10:00-22:00","6"
"MER-01178","BUS-00097","Sinar Digital - Service Stations","5541","50M_250M","50K_250K","2024-09-11","ACTIVE","ACC-0011952","10:00-22:00","5"
"MER-01179","BUS-00196","Makmur Perkasa - Motion Picture Theatres","7832","GT_1B","50K_250K","2023-06-19","ACTIVE","ACC-0012077","08:00-17:00","1"
"MER-01180","BUS-00584","Cemerlang Utama - Travel Agencies","4722","50M_250M","GT_1M","2025-10-08","ACTIVE","ACC-0012580","08:00-17:00","8"
"MER-01181","BUS-01003","Sejahtera Logistik - Betting-adjacent (restricted)","7995","250M_1B","GT_1M","2024-02-09","ACTIVE","ACC-0013125","10:00-22:00","1"
"MER-01182","BUS-00890","Abadi Logistik - Motion Picture Theatres","7832","50M_250M","50K_250K","2023-11-23","ACTIVE","ACC-0012981","00:00-23:59","2"
"MER-01183","BUS-00514","Sentosa Logistik - Motion Picture Theatres","7832","250M_1B","50K_250K","2025-11-27","ACTIVE","ACC-0012486","10:00-22:00","10"
"MER-01184","BUS-00451","Sinar Utama - Beauty Shops","7230","GT_1B","50K_250K","2024-11-17","ACTIVE","ACC-0012404","10:00-22:00","9"
"MER-01185","BUS-00817","Makmur Perkasa - Beauty Shops","7230","GT_1B","50K_250K","2023-04-11","ACTIVE","ACC-0012883","09:00-21:00","10"
"MER-01186","BUS-00755","Jaya Logistik - Service Stations","5541","50M_250M","50K_250K","2023-03-18","ACTIVE","ACC-0012804","00:00-23:59","3"
"MER-01187","BUS-00218","Cemerlang Utama - Misc Retail","5999","250M_1B","50K_250K","2023-07-24","ACTIVE","ACC-0012105","00:00-23:59","9"
"MER-01188","BUS-00655","Jaya Niaga - Computers and Peripherals","5045","LT_50M","GT_1M","2024-09-14","ACTIVE","ACC-0012673","09:00-21:00","9"
"MER-01189","BUS-00074","Jaya Logistik - Second Hand Stores","5933","50M_250M","50K_250K","2023-02-16","ACTIVE","ACC-0011920","00:00-23:59","3"
"MER-01190","BUS-01083","Maju Nusantara - Eating Places","5812","LT_50M","50K_250K","2024-08-09","ACTIVE","ACC-0013229","00:00-23:59","4"
"MER-01191","BUS-00992","Makmur Niaga - Misc Retail","5999","LT_50M","50K_250K","2024-03-23","ACTIVE","ACC-0013110","09:00-21:00","4"
"MER-01192","BUS-01007","Berkah Nusantara - Lodging","7011","250M_1B","250K_1M","2023-02-03","ACTIVE","ACC-0013130","10:00-22:00","2"
"MER-01193","BUS-00870","Sentosa Digital - Betting-adjacent (restricted)","7995","50M_250M","GT_1M","2024-09-19","ACTIVE","ACC-0012955","08:00-17:00","9"
"MER-01194","BUS-00967","Lestari Perkasa - Lodging","7011","GT_1B","250K_1M","2025-11-07","ACTIVE","ACC-0013078","10:00-22:00","1"
"MER-01195","BUS-00771","Sejahtera Digital - Quasi Cash","6051","50M_250M","GT_1M","2025-01-21","ACTIVE","ACC-0012825","10:00-22:00","3"
"MER-01196","BUS-01140","Mandiri Utama - Utilities","4900","GT_1B","250K_1M","2025-09-10","ACTIVE","ACC-0013299","10:00-22:00","1"
"MER-01197","BUS-01185","Sejahtera Bersama - Motion Picture Theatres","7832","250M_1B","50K_250K","2025-06-24","ACTIVE","ACC-0013361","09:00-21:00","3"
"MER-01198","BUS-00340","Mandiri Logistik - Colleges and Universities","8220","LT_50M","GT_1M","2024-08-29","ACTIVE","ACC-0012258","09:00-21:00","11"
"MER-01199","BUS-00890","Abadi Logistik - Family Clothing","5651","50M_250M","50K_250K","2023-07-19","ACTIVE","ACC-0012981","08:00-17:00","7"
"MER-01200","BUS-00046","Mandiri Niaga - Misc Retail","5999","LT_50M","50K_250K","2025-07-04","ACTIVE","ACC-0011889","09:00-21:00","8"
"MER-01201","BUS-01038","Berkah Bersama - Computer Network Services","4816","LT_50M","50K_250K","2024-05-23","ACTIVE","ACC-0013167","10:00-22:00","6"
"MER-01202","BUS-00322","Jaya Digital - Misc Retail","5999","GT_1B","50K_250K","2023-05-30","ACTIVE","ACC-0012236","00:00-23:59","10"
"MER-01203","BUS-00579","Mandiri Logistik - Motion Picture Theatres","7832","250M_1B","50K_250K","2025-02-23","ACTIVE","ACC-0012574","10:00-22:00","1"
"MER-01204","BUS-00121","Makmur Digital - Fast Food","5814","GT_1B","LT_50K","2025-01-31","SUSPENDED","ACC-0011981","09:00-21:00","10"
"MER-01205","BUS-00524","Makmur Digital - Second Hand Stores","5933","LT_50M","50K_250K","2026-03-09","ACTIVE","ACC-0012499","09:00-21:00","5"
"MER-01206","BUS-00532","Lestari Utama - Hospitals","8062","50M_250M","250K_1M","2023-08-08","ACTIVE","ACC-0012510","10:00-22:00","2"
"MER-01207","BUS-00003","Berkah Digital - Cosmetic Stores","5977","LT_50M","50K_250K","2025-08-21","ACTIVE","ACC-0011832","00:00-23:59","4"
"MER-01208","BUS-00641","Harapan Digital - Betting-adjacent (restricted)","7995","250M_1B","GT_1M","2023-07-22","ACTIVE","ACC-0012656","08:00-17:00","9"
"MER-01209","BUS-00426","Makmur Niaga - Drug Stores","5912","LT_50M","50K_250K","2024-02-28","ACTIVE","ACC-0012370","10:00-22:00","8"
"MER-01210","BUS-00225","Harapan Niaga - Eating Places","5812","50M_250M","50K_250K","2024-10-20","ACTIVE","ACC-0012114","09:00-21:00","2"
"MER-01211","BUS-00085","Sejahtera Digital - Second Hand Stores","5933","50M_250M","50K_250K","2024-08-14","ACTIVE","ACC-0011935","09:00-21:00","2"
"MER-01212","BUS-00719","Maju Digital - Family Clothing","5651","50M_250M","50K_250K","2025-06-26","ACTIVE","ACC-0012761","10:00-22:00","1"
"MER-01213","BUS-00154","Harapan Nusantara - Department Stores","5311","LT_50M","250K_1M","2024-02-15","ACTIVE","ACC-0012026","08:00-17:00","10"
"MER-01214","BUS-00776","Mandiri Bersama - Betting-adjacent (restricted)","7995","LT_50M","GT_1M","2024-02-03","ACTIVE","ACC-0012831","08:00-17:00","5"
"MER-01215","BUS-00292","Cemerlang Perkasa - Drug Stores","5912","50M_250M","50K_250K","2023-10-19","SUSPENDED","ACC-0012199","10:00-22:00","6"
"MER-01216","BUS-00283","Lestari Digital - Department Stores","5311","50M_250M","250K_1M","2024-04-29","ACTIVE","ACC-0012189","08:00-17:00","1"
"MER-01217","BUS-01009","Lestari Perkasa - Fast Food","5814","GT_1B","LT_50K","2024-08-16","ACTIVE","ACC-0013133","10:00-22:00","3"
"MER-01218","BUS-00406","Cemerlang Nusantara - Betting-adjacent (restricted)","7995","GT_1B","GT_1M","2025-02-18","ACTIVE","ACC-0012341","00:00-23:59","1"
"MER-01219","BUS-00770","Maju Utama - Colleges and Universities","8220","LT_50M","GT_1M","2024-11-07","ACTIVE","ACC-0012824","09:00-21:00","2"
"MER-01220","BUS-00390","Harapan Digital - Eating Places","5812","LT_50M","50K_250K","2024-06-01","ACTIVE","ACC-0012322","10:00-22:00","11"
"MER-01221","BUS-01041","Makmur Niaga - Fast Food","5814","50M_250M","LT_50K","2025-09-24","ACTIVE","ACC-0013170","00:00-23:59","9"
"MER-01222","BUS-00725","Jaya Utama - Misc Retail","5999","LT_50M","50K_250K","2023-07-22","ACTIVE","ACC-0012768","08:00-17:00","4"
"MER-01223","BUS-00180","Sinar Perkasa - Second Hand Stores","5933","50M_250M","50K_250K","2024-02-04","ACTIVE","ACC-0012059","10:00-22:00","3"
"MER-01224","BUS-00994","Makmur Niaga - Quasi Cash","6051","50M_250M","GT_1M","2025-07-29","ACTIVE","ACC-0013112","00:00-23:59","6"
"MER-01225","BUS-00237","Harapan Bersama - Cosmetic Stores","5977","50M_250M","50K_250K","2025-05-10","ACTIVE","ACC-0012131","09:00-21:00","8"
"MER-01226","BUS-01052","Sejahtera Perkasa - Book Stores","5942","LT_50M","50K_250K","2025-08-06","ACTIVE","ACC-0013186","10:00-22:00","8"
"MER-01227","BUS-00990","Jaya Logistik - Beauty Shops","7230","250M_1B","50K_250K","2026-01-11","ACTIVE","ACC-0013108","10:00-22:00","9"
"MER-01228","BUS-00210","Abadi Bersama - Precious Stones and Metals","5094","LT_50M","GT_1M","2024-03-01","ACTIVE","ACC-0012095","09:00-21:00","6"
"MER-01229","BUS-01084","Mandiri Utama - Cosmetic Stores","5977","LT_50M","50K_250K","2024-02-27","ACTIVE","ACC-0013230","00:00-23:59","11"
"MER-01230","BUS-00737","Jaya Perkasa - Cosmetic Stores","5977","LT_50M","50K_250K","2025-06-07","ACTIVE","ACC-0012781","08:00-17:00","4"
"MER-01231","BUS-01155","Mandiri Logistik - Colleges and Universities","8220","250M_1B","GT_1M","2025-01-04","ACTIVE","ACC-0013320","09:00-21:00","1"
"MER-01232","BUS-00895","Cemerlang Digital - Utilities","4900","250M_1B","250K_1M","2024-02-09","ACTIVE","ACC-0012989","00:00-23:59","7"
"MER-01233","BUS-00008","Mandiri Nusantara - Family Clothing","5651","LT_50M","50K_250K","2023-05-16","ACTIVE","ACC-0011839","10:00-22:00","1"
"MER-01234","BUS-01041","Makmur Niaga - Electronics Stores","5732","50M_250M","GT_1M","2025-07-12","SUSPENDED","ACC-0013170","00:00-23:59","6"
"MER-01235","BUS-01039","Mandiri Logistik - Department Stores","5311","GT_1B","250K_1M","2026-01-31","SUSPENDED","ACC-0013168","08:00-17:00","11"
"MER-01236","BUS-00761","Sejahtera Bersama - Fast Food","5814","GT_1B","LT_50K","2023-01-25","ACTIVE","ACC-0012813","09:00-21:00","5"
"MER-01237","BUS-00872","Makmur Digital - Lodging","7011","250M_1B","250K_1M","2025-09-07","ACTIVE","ACC-0012957","09:00-21:00","1"
"MER-01238","BUS-00100","Mandiri Bersama - Hospitals","8062","LT_50M","250K_1M","2026-01-27","ACTIVE","ACC-0011957","10:00-22:00","1"
"MER-01239","BUS-00897","Sentosa Utama - Service Stations","5541","LT_50M","50K_250K","2024-01-15","ACTIVE","ACC-0012992","10:00-22:00","8"
"MER-01240","BUS-00671","Mandiri Perkasa - Fast Food","5814","50M_250M","LT_50K","2024-08-24","ACTIVE","ACC-0012695","00:00-23:59","6"
"MER-01241","BUS-00462","Sejahtera Niaga - Betting-adjacent (restricted)","7995","LT_50M","GT_1M","2025-12-27","ACTIVE","ACC-0012416","08:00-17:00","2"
"MER-01242","BUS-00280","Sinar Digital - Fast Food","5814","GT_1B","LT_50K","2023-05-16","ACTIVE","ACC-0012184","00:00-23:59","4"
"MER-01243","BUS-00792","Mandiri Nusantara - Grocery Stores","5411","LT_50M","50K_250K","2023-11-17","ACTIVE","ACC-0012854","08:00-17:00","10"
"MER-01244","BUS-00439","Harapan Perkasa - Colleges and Universities","8220","250M_1B","GT_1M","2023-10-29","ACTIVE","ACC-0012385","09:00-21:00","1"
"MER-01245","BUS-00898","Sejahtera Niaga - Precious Stones and Metals","5094","LT_50M","GT_1M","2024-09-30","ACTIVE","ACC-0012993","09:00-21:00","2"
"MER-01246","BUS-00930","Berkah Logistik - Beauty Shops","7230","LT_50M","50K_250K","2025-01-27","ACTIVE","ACC-0013031","09:00-21:00","7"
"MER-01247","BUS-01178","Sejahtera Utama - Hospitals","8062","GT_1B","250K_1M","2025-05-07","ACTIVE","ACC-0013353","10:00-22:00","4"
"MER-01248","BUS-01042","Maju Niaga - Colleges and Universities","8220","GT_1B","GT_1M","2026-02-25","ACTIVE","ACC-0013172","08:00-17:00","9"
"MER-01249","BUS-00572","Berkah Niaga - Department Stores","5311","50M_250M","250K_1M","2022-12-21","ACTIVE","ACC-0012565","08:00-17:00","6"
"MER-01250","BUS-00159","Sentosa Perkasa - Motion Picture Theatres","7832","LT_50M","50K_250K","2025-04-01","ACTIVE","ACC-0012033","10:00-22:00","8"
"MER-01251","BUS-00783","Cemerlang Bersama - Misc Retail","5999","LT_50M","50K_250K","2025-10-24","CLOSED","ACC-0012842","00:00-23:59","11"
"MER-01252","BUS-00562","Sentosa Perkasa - Beauty Shops","7230","GT_1B","50K_250K","2024-05-20","ACTIVE","ACC-0012551","09:00-21:00","4"
"MER-01253","BUS-00878","Cemerlang Utama - Lodging","7011","250M_1B","250K_1M","2025-08-26","ACTIVE","ACC-0012965","00:00-23:59","8"
"MER-01254","BUS-00602","Harapan Bersama - Cosmetic Stores","5977","GT_1B","50K_250K","2025-12-12","CLOSED","ACC-0012608","09:00-21:00","11"
"MER-01255","BUS-00546","Sentosa Digital - Beauty Shops","7230","250M_1B","50K_250K","2025-03-29","ACTIVE","ACC-0012530","08:00-17:00","5"
"MER-01256","BUS-00876","Lestari Logistik - Department Stores","5311","250M_1B","250K_1M","2023-06-30","ACTIVE","ACC-0012963","10:00-22:00","10"
"MER-01257","BUS-00705","Jaya Niaga - Quasi Cash","6051","50M_250M","GT_1M","2024-05-15","ACTIVE","ACC-0012746","00:00-23:59","2"
"MER-01258","BUS-00466","Harapan Nusantara - Hospitals","8062","50M_250M","250K_1M","2024-10-30","ACTIVE","ACC-0012422","08:00-17:00","7"
"MER-01259","BUS-00749","Sentosa Perkasa - Book Stores","5942","LT_50M","50K_250K","2024-03-09","ACTIVE","ACC-0012796","08:00-17:00","3"
"MER-01260","BUS-01063","Harapan Niaga - Colleges and Universities","8220","GT_1B","GT_1M","2024-06-03","ACTIVE","ACC-0013201","08:00-17:00","10"
"MER-01261","BUS-01072","Maju Perkasa - Book Stores","5942","50M_250M","50K_250K","2024-04-05","ACTIVE","ACC-0013215","10:00-22:00","8"
"MER-01262","BUS-00444","Sentosa Digital - Motion Picture Theatres","7832","LT_50M","50K_250K","2025-09-13","ACTIVE","ACC-0012392","10:00-22:00","3"
"MER-01263","BUS-00623","Makmur Perkasa - Cosmetic Stores","5977","LT_50M","50K_250K","2023-05-31","ACTIVE","ACC-0012632","10:00-22:00","7"
"MER-01264","BUS-00219","Harapan Digital - Computers and Peripherals","5045","LT_50M","GT_1M","2023-06-16","ACTIVE","ACC-0012106","00:00-23:59","11"
"MER-01265","BUS-01030","Sejahtera Digital - Computer Network Services","4816","50M_250M","50K_250K","2023-09-12","ACTIVE","ACC-0013158","00:00-23:59","6"
"MER-01266","BUS-00195","Jaya Niaga - Family Clothing","5651","250M_1B","50K_250K","2024-02-23","ACTIVE","ACC-0012076","00:00-23:59","7"
"MER-01267","BUS-00883","Mandiri Nusantara - Travel Agencies","4722","LT_50M","GT_1M","2024-06-16","ACTIVE","ACC-0012971","08:00-17:00","5"
"MER-01268","BUS-00661","Maju Niaga - Colleges and Universities","8220","250M_1B","GT_1M","2025-12-24","ACTIVE","ACC-0012681","00:00-23:59","4"
"MER-01269","BUS-00394","Maju Logistik - Hospitals","8062","GT_1B","250K_1M","2025-09-30","ACTIVE","ACC-0012326","00:00-23:59","10"
"MER-01270","BUS-00244","Harapan Bersama - Taxicabs and Limousines","4121","250M_1B","LT_50K","2023-03-22","ACTIVE","ACC-0012140","09:00-21:00","5"
"MER-01271","BUS-00302","Berkah Logistik - Motion Picture Theatres","7832","GT_1B","50K_250K","2023-02-28","ACTIVE","ACC-0012210","10:00-22:00","6"
"MER-01272","BUS-00286","Lestari Nusantara - Family Clothing","5651","GT_1B","50K_250K","2025-11-23","ACTIVE","ACC-0012193","09:00-21:00","9"
"MER-01273","BUS-01124","Sentosa Niaga - Betting-adjacent (restricted)","7995","50M_250M","GT_1M","2023-11-05","ACTIVE","ACC-0013278","08:00-17:00","3"
"MER-01274","BUS-00430","Sejahtera Digital - Lodging","7011","LT_50M","250K_1M","2024-08-29","ACTIVE","ACC-0012374","10:00-22:00","2"
"MER-01275","BUS-00328","Jaya Nusantara - Taxicabs and Limousines","4121","GT_1B","LT_50K","2023-02-18","ACTIVE","ACC-0012244","00:00-23:59","2"
"MER-01276","BUS-00356","Makmur Digital - Family Clothing","5651","250M_1B","50K_250K","2026-01-09","ACTIVE","ACC-0012277","00:00-23:59","6"
"MER-01277","BUS-00074","Jaya Logistik - Betting-adjacent (restricted)","7995","GT_1B","GT_1M","2026-02-06","ACTIVE","ACC-0011920","08:00-17:00","3"
"MER-01278","BUS-00196","Makmur Perkasa - Motion Picture Theatres","7832","250M_1B","50K_250K","2024-11-27","ACTIVE","ACC-0012077","10:00-22:00","9"
"MER-01279","BUS-00602","Harapan Bersama - Electronics Stores","5732","250M_1B","GT_1M","2025-12-01","ACTIVE","ACC-0012608","00:00-23:59","4"
"MER-01280","BUS-00022","Cemerlang Digital - Drug Stores","5912","250M_1B","50K_250K","2023-02-13","ACTIVE","ACC-0011857","00:00-23:59","9"
"MER-01281","BUS-00929","Berkah Logistik - Quasi Cash","6051","GT_1B","GT_1M","2025-11-12","ACTIVE","ACC-0013030","00:00-23:59","1"
"MER-01282","BUS-01006","Berkah Niaga - Computer Network Services","4816","250M_1B","50K_250K","2025-05-31","ACTIVE","ACC-0013128","09:00-21:00","7"
"MER-01283","BUS-01167","Mandiri Niaga - Beauty Shops","7230","250M_1B","50K_250K","2025-06-01","ACTIVE","ACC-0013338","00:00-23:59","1"
"MER-01284","BUS-01120","Sinar Niaga - Taxicabs and Limousines","4121","GT_1B","LT_50K","2023-02-21","ACTIVE","ACC-0013274","00:00-23:59","1"
"MER-01285","BUS-00256","Jaya Logistik - Family Clothing","5651","50M_250M","50K_250K","2024-06-22","ACTIVE","ACC-0012153","09:00-21:00","3"
"MER-01286","BUS-00902","Jaya Nusantara - Travel Agencies","4722","LT_50M","GT_1M","2025-08-05","ACTIVE","ACC-0012998","08:00-17:00","5"
"MER-01287","BUS-00841","Sentosa Logistik - Utilities","4900","250M_1B","250K_1M","2024-02-16","ACTIVE","ACC-0012917","09:00-21:00","7"
"MER-01288","BUS-00829","Sinar Digital - Betting-adjacent (restricted)","7995","GT_1B","GT_1M","2023-11-07","ACTIVE","ACC-0012901","09:00-21:00","2"
"MER-01289","BUS-00793","Makmur Nusantara - Fast Food","5814","50M_250M","LT_50K","2025-08-26","ACTIVE","ACC-0012855","00:00-23:59","4"
"MER-01290","BUS-00105","Sejahtera Nusantara - Precious Stones and Metals","5094","50M_250M","GT_1M","2026-01-27","ACTIVE","ACC-0011962","09:00-21:00","3"
"MER-01291","BUS-00313","Makmur Bersama - Second Hand Stores","5933","LT_50M","50K_250K","2026-01-10","ACTIVE","ACC-0012224","10:00-22:00","4"
"MER-01292","BUS-00583","Cemerlang Perkasa - Fast Food","5814","50M_250M","LT_50K","2024-04-12","ACTIVE","ACC-0012579","10:00-22:00","10"
"MER-01293","BUS-00451","Sinar Utama - Computers and Peripherals","5045","50M_250M","GT_1M","2024-11-01","ACTIVE","ACC-0012404","08:00-17:00","7"
"MER-01294","BUS-00934","Abadi Niaga - Lodging","7011","50M_250M","250K_1M","2024-03-23","ACTIVE","ACC-0013036","10:00-22:00","7"
"MER-01295","BUS-00346","Lestari Nusantara - Quasi Cash","6051","GT_1B","GT_1M","2024-02-03","ACTIVE","ACC-0012265","00:00-23:59","8"
"MER-01296","BUS-00481","Sejahtera Niaga - Travel Agencies","4722","GT_1B","GT_1M","2024-02-27","ACTIVE","ACC-0012444","10:00-22:00","2"
"MER-01297","BUS-00371","Mandiri Digital - Drug Stores","5912","LT_50M","50K_250K","2024-05-06","SUSPENDED","ACC-0012298","00:00-23:59","6"
"MER-01298","BUS-00705","Jaya Niaga - Cosmetic Stores","5977","50M_250M","50K_250K","2023-04-30","ACTIVE","ACC-0012746","00:00-23:59","4"
"MER-01299","BUS-00699","Jaya Utama - Drug Stores","5912","GT_1B","50K_250K","2025-01-29","CLOSED","ACC-0012736","10:00-22:00","10"
"MER-01300","BUS-00114","Maju Perkasa - Electronics Stores","5732","GT_1B","GT_1M","2023-01-23","ACTIVE","ACC-0011972","09:00-21:00","4"
"MER-01301","BUS-00690","Abadi Utama - Book Stores","5942","250M_1B","50K_250K","2024-01-19","ACTIVE","ACC-0012724","09:00-21:00","2"
"MER-01302","BUS-00150","Jaya Nusantara - Misc Retail","5999","50M_250M","50K_250K","2024-11-03","ACTIVE","ACC-0012019","10:00-22:00","9"
"MER-01303","BUS-00633","Mandiri Logistik - Lodging","7011","GT_1B","250K_1M","2024-07-27","ACTIVE","ACC-0012646","00:00-23:59","3"
"MER-01304","BUS-00174","Cemerlang Bersama - Motion Picture Theatres","7832","GT_1B","50K_250K","2024-10-27","ACTIVE","ACC-0012050","10:00-22:00","4"
"MER-01305","BUS-01088","Maju Nusantara - Grocery Stores","5411","50M_250M","50K_250K","2023-09-17","ACTIVE","ACC-0013234","00:00-23:59","1"
"MER-01306","BUS-00759","Mandiri Niaga - Family Clothing","5651","GT_1B","50K_250K","2025-12-05","ACTIVE","ACC-0012810","08:00-17:00","9"
"MER-01307","BUS-00508","Cemerlang Bersama - Lodging","7011","50M_250M","250K_1M","2023-06-28","CLOSED","ACC-0012479","10:00-22:00","11"
"MER-01308","BUS-00156","Sejahtera Bersama - Utilities","4900","250M_1B","250K_1M","2025-03-08","CLOSED","ACC-0012029","10:00-22:00","10"
"MER-01309","BUS-00429","Harapan Nusantara - Book Stores","5942","50M_250M","50K_250K","2024-06-30","ACTIVE","ACC-0012373","08:00-17:00","9"
"MER-01310","BUS-00980","Makmur Bersama - Betting-adjacent (restricted)","7995","LT_50M","GT_1M","2023-08-04","CLOSED","ACC-0013095","08:00-17:00","7"
"MER-01311","BUS-01086","Lestari Digital - Taxicabs and Limousines","4121","50M_250M","LT_50K","2023-04-26","ACTIVE","ACC-0013232","08:00-17:00","1"
"MER-01312","BUS-00897","Sentosa Utama - Service Stations","5541","LT_50M","50K_250K","2025-02-06","ACTIVE","ACC-0012992","09:00-21:00","8"
"MER-01313","BUS-01036","Sinar Logistik - Fast Food","5814","250M_1B","LT_50K","2025-12-12","ACTIVE","ACC-0013165","09:00-21:00","6"
"MER-01314","BUS-00032","Mandiri Logistik - Grocery Stores","5411","250M_1B","50K_250K","2024-10-26","ACTIVE","ACC-0011870","08:00-17:00","10"
"MER-01315","BUS-00675","Sinar Utama - Second Hand Stores","5933","LT_50M","50K_250K","2025-01-27","ACTIVE","ACC-0012699","10:00-22:00","8"
"MER-01316","BUS-00402","Maju Digital - Betting-adjacent (restricted)","7995","LT_50M","GT_1M","2023-04-06","ACTIVE","ACC-0012336","00:00-23:59","4"
"MER-01317","BUS-00226","Makmur Nusantara - Cosmetic Stores","5977","50M_250M","50K_250K","2023-12-29","ACTIVE","ACC-0012115","08:00-17:00","3"
"MER-01318","BUS-00092","Sinar Utama - Utilities","4900","250M_1B","250K_1M","2024-10-28","ACTIVE","ACC-0011944","09:00-21:00","9"
"MER-01319","BUS-00410","Sentosa Perkasa - Precious Stones and Metals","5094","GT_1B","GT_1M","2025-04-30","ACTIVE","ACC-0012348","08:00-17:00","3"
"MER-01320","BUS-00036","Sejahtera Perkasa - Cosmetic Stores","5977","GT_1B","50K_250K","2024-06-23","ACTIVE","ACC-0011875","00:00-23:59","3"
"MER-01321","BUS-01176","Makmur Bersama - Drug Stores","5912","GT_1B","50K_250K","2025-02-26","ACTIVE","ACC-0013351","09:00-21:00","8"
"MER-01322","BUS-00439","Harapan Perkasa - Eating Places","5812","250M_1B","50K_250K","2024-10-23","ACTIVE","ACC-0012385","09:00-21:00","10"
"MER-01323","BUS-00123","Lestari Digital - Book Stores","5942","250M_1B","50K_250K","2023-09-26","ACTIVE","ACC-0011983","00:00-23:59","7"
"MER-01324","BUS-00705","Jaya Niaga - Book Stores","5942","250M_1B","50K_250K","2025-10-15","ACTIVE","ACC-0012746","10:00-22:00","8"
"MER-01325","BUS-00391","Maju Digital - Drug Stores","5912","50M_250M","50K_250K","2025-07-26","ACTIVE","ACC-0012323","09:00-21:00","10"
