"source_business_id","legal_name","trading_names","registration_number","registration_country","incorporation_date","industry_code","declared_turnover_band","address_line","city","province","postcode","country","contact_phone","contact_email","status"
"BUS-00886","PT Sejahtera Niaga","Sejahtera Niaga","9943261125779","ID","2025-06-08","44459","LT_300M","Jl. Dahlia No. 75","Makassar","Sulawesi Selatan","90111","ID","+628996164951","bus-00886@contoh.id","ACTIVE"
"BUS-00887","UD Sejahtera Bersama","Sejahtera Bersama","9976042566236","ID","2019-08-05","80407","LT_300M","Jl. Cempaka No. 27","Makassar","Sulawesi Selatan","90111","ID","+628991365982","bus-00887@surelsintetis.id","ACTIVE"
"BUS-00888","PT Makmur Utama","Makmur Utama","9926833163195","ID","2015-09-29","57215","2_5B_50B","Jl. Dahlia No. 203","Bandung","Jawa Barat","40111","ID","+628996845592","bus-00888@surelsintetis.id","SUSPENDED"
"BUS-00889","PT Sinar Niaga","Sinar Niaga","9930526744365","ID","2018-11-18","95283","300M_2_5B","Jl. Cempaka No. 54","Yogyakarta","DI Yogyakarta","55111","ID","+628992014011","bus-00889@demo.example","ACTIVE"
"BUS-00890","CV Abadi Logistik","Abadi Logistik","9996243711874","ID","2024-09-06","89077","300M_2_5B","Jl. Flamboyan No. 148","Bandung","Jawa Barat","40111","ID","+628997370048","bus-00890@demo.example","ACTIVE"
"BUS-00891","PT Sentosa Digital","Sentosa Digital","9915578949836","ID","2024-07-04","10998","LT_300M","Jl. Mawar No. 195","Denpasar","Bali","80111","ID","+628997680398","bus-00891@mailuji.example","ACTIVE"
"BUS-00892","CV Sejahtera Niaga","Sejahtera Niaga","9987998246332","ID","2015-04-27","34929","2_5B_50B","Jl. Teratai No. 234","Semarang","Jawa Tengah","50111","ID","+628991098328","bus-00892@demo.example","ACTIVE"
"BUS-00893","CV Jaya Bersama","Jaya Bersama","9948966322577","ID","2014-11-19","92986","GT_50B","Jl. Flamboyan No. 76","Semarang","Jawa Tengah","50111","ID","+628999094409","bus-00893@mailuji.example","ACTIVE"
"BUS-00894","Koperasi Sentosa Digital","Sentosa Digital","9991495346648","ID","2015-07-28","89107","LT_300M","Jl. Anggrek No. 57","Medan","Sumatera Utara","20111","ID","+628994663524","bus-00894@surelsintetis.id","SUSPENDED"
"BUS-00895","PT Cemerlang Digital","Cemerlang Digital","9980357793291","ID","2018-02-28","11356","GT_50B","Jl. Mawar No. 237","Makassar","Sulawesi Selatan","90111","ID","+628999019224","bus-00895@demo.example","ACTIVE"
"BUS-00896","CV Lestari Nusantara","Lestari Nusantara","9994943500925","ID","2022-02-06","48000","2_5B_50B","Jl. Mawar No. 51","Semarang","Jawa Tengah","50111","ID","+628999292833","bus-00896@mailuji.example","ACTIVE"
"BUS-00897","CV Sentosa Utama","Sentosa Utama","9956600448974","ID","2020-04-26","41041","LT_300M","Jl. Kenanga No. 77","Bandung","Jawa Barat","40111","ID","+628995265573","bus-00897@demo.example","ACTIVE"
"BUS-00898","Koperasi Sejahtera Niaga","Sejahtera Niaga","9932079018176","ID","2023-08-10","13973","2_5B_50B","Jl. Mawar No. 30","Medan","Sumatera Utara","20111","ID","+628992503525","bus-00898@surelsintetis.id","ACTIVE"
"BUS-00899","UD Berkah Bersama","Berkah Bersama","9988421223281","ID","2024-01-24","54132","LT_300M","Jl. Kenanga No. 4","Makassar","Sulawesi Selatan","90111","ID","+628992355741","bus-00899@demo.example","ACTIVE"
"BUS-00900","Koperasi Sejahtera Logistik","Sejahtera Logistik","9938817659674","ID","2024-08-27","70063","2_5B_50B","Jl. Teratai No. 14","Makassar","Sulawesi Selatan","90111","ID","+628995274330","bus-00900@surelsintetis.id","ACTIVE"
"BUS-00901","UD Berkah Nusantara","Berkah Nusantara","9999268104943","ID","2020-09-29","23337","LT_300M","Jl. Bougenville No. 219","Semarang","Jawa Tengah","50111","ID","+628995092789","bus-00901@mailuji.example","ACTIVE"
"BUS-00902","UD Jaya Nusantara","Jaya Nusantara","9946593697341","ID","2014-06-28","41992","GT_50B","Jl. Dahlia No. 158","Bandung","Jawa Barat","40111","ID","+628999113162","bus-00902@contoh.id","ACTIVE"
"BUS-00903","PT Jaya Utama","Jaya Utama","9939416967675","ID","2016-10-05","91524","GT_50B","Jl. Cempaka No. 206","Makassar","Sulawesi Selatan","90111","ID","+628996460321","bus-00903@surelsintetis.id","SUSPENDED"
"BUS-00904","UD Abadi Perkasa","Abadi Perkasa","9912058913384","ID","2016-08-27","98822","GT_50B","Jl. Teratai No. 232","Palembang","Sumatera Selatan","30111","ID","+628995322977","bus-00904@contoh.id","CLOSED"
"BUS-00905","PT Harapan Niaga","Harapan Niaga","9961791400944","ID","2025-08-07","13798","2_5B_50B","Jl. Mawar No. 174","Yogyakarta","DI Yogyakarta","55111","ID","+628994115001","bus-00905@surelsintetis.id","ACTIVE"
"BUS-00906","CV Abadi Digital","Abadi Digital","9991864351155","ID","2012-11-25","91150","2_5B_50B","Jl. Melati No. 185","Bandung","Jawa Barat","40111","ID","+628992468546","bus-00906@surelsintetis.id","ACTIVE"
"BUS-00907","UD Sinar Perkasa","Sinar Perkasa","9977868416430","ID","2013-04-27","37226","LT_300M","Jl. Anggrek No. 92","Palembang","Sumatera Selatan","30111","ID","+628998136643","bus-00907@demo.example","ACTIVE"
"BUS-00908","UD Maju Nusantara","Maju Nusantara","9966193301828","ID","2020-12-22","65359","300M_2_5B","Jl. Anggrek No. 163","Palembang","Sumatera Selatan","30111","ID","+628995343366","bus-00908@demo.example","ACTIVE"
"BUS-00909","Koperasi Lestari Digital","Lestari Digital","9934037368781","ID","2022-10-03","15175","300M_2_5B","Jl. Teratai No. 145","Bandung","Jawa Barat","40111","ID","+628998264185","bus-00909@surelsintetis.id","ACTIVE"
"BUS-00910","Koperasi Maju Nusantara","Maju Nusantara","9918150090364","ID","2020-05-24","77927","GT_50B","Jl. Kenanga No. 41","Semarang","Jawa Tengah","50111","ID","+628991877010","bus-00910@contoh.id","ACTIVE"
"BUS-00911","Koperasi Lestari Niaga","Lestari Niaga","9928458263521","ID","2013-03-27","20195","300M_2_5B","Jl. Mawar No. 43","Bandung","Jawa Barat","40111","ID","+628997204916","bus-00911@contoh.id","ACTIVE"
"BUS-00912","PT Maju Digital","Maju Digital","9993697637643","ID","2013-11-20","97305","300M_2_5B","-","Surabaya","Jawa Timur","60111","ID","+628992724809","bus-00912@mailuji.example","ACTIVE"
"BUS-00913","CV Sinar Logistik","Sinar Logistik","9931659094940","ID","2025-02-25","77027","GT_50B","Jl. Flamboyan No. 67","Jakarta Pusat","DKI Jakarta","10110","ID","+628998564308","bus-00913@surelsintetis.id","ACTIVE"
"BUS-00914","UD Sinar Bersama","Sinar Bersama","9927822856626","ID","2017-03-16","39485","GT_50B","Jl. Cempaka No. 232","Balikpapan","Kalimantan Timur","76111","ID","+628995584694","bus-00914@mailuji.example","ACTIVE"
"BUS-00915","UD Cemerlang Bersama","Cemerlang Bersama","9968386104836","ID","2022-08-27","92229","GT_50B","Jl. Kenanga No. 227","Yogyakarta","DI Yogyakarta","55111","ID","+628994519565","bus-00915@demo.example","ACTIVE"
"BUS-00916","PT Lestari Nusantara","Lestari Nusantara","9915020074018","ID","2025-08-02","22149","GT_50B","Jl. Dahlia No. 3","Yogyakarta","DI Yogyakarta","55111","ID","+628994162333","bus-00916@mailuji.example","ACTIVE"
"BUS-00917","PT Jaya Logistik","Jaya Logistik","9958586711079","ID","2022-06-11","12286","GT_50B","Jl. Anggrek No. 199","Medan","Sumatera Utara","20111","ID","+628991201985","bus-00917@contoh.id","ACTIVE"
"BUS-00918","CV Maju Logistik","Maju Logistik","9921384108141","ID","2020-10-04","71861","LT_300M","Jl. Anggrek No. 157","Balikpapan","Kalimantan Timur","76111","ID","+628997574044","bus-00918@demo.example","SUSPENDED"
"BUS-00919","UD Berkah Bersama","Berkah Bersama","9924582028292","ID","2023-03-22","47458","2_5B_50B","Jl. Flamboyan No. 95","Semarang","Jawa Tengah","50111","ID","+628998056044","bus-00919@surelsintetis.id","ACTIVE"
"BUS-00920","Koperasi Mandiri Perkasa","Mandiri Perkasa","9974777330315","ID","2024-01-11","90578","2_5B_50B","Jl. Anggrek No. 180","Makassar","Sulawesi Selatan","90111","ID","+628996329681","bus-00920@demo.example","ACTIVE"
"BUS-00921","CV Makmur Logistik","Makmur Logistik","9922011180322","ID","2015-07-14","65530","LT_300M","Jl. Mawar No. 39","Bandung","Jawa Barat","40111","ID","+628994773038","bus-00921@contoh.id","ACTIVE"
"BUS-00922","CV Lestari Logistik","Lestari Logistik","9966718612420","ID","2021-04-17","48013","GT_50B","Jl. Kenanga No. 83","Semarang","Jawa Tengah","50111","ID","+628998471964","bus-00922@contoh.id","ACTIVE"
"BUS-00923","CV Makmur Niaga","Makmur Niaga","9940646931660","ID","2015-06-13","94132","LT_300M","Jl. Mawar No. 86","Semarang","Jawa Tengah","50111","ID","+628995202439","bus-00923@contoh.id","ACTIVE"
"BUS-00924","Koperasi Jaya Digital","Jaya Digital","9979820886575","ID","2018-01-16","44307","2_5B_50B","Jl. Kenanga No. 187","Denpasar","Bali","80111","ID","+628995686089","bus-00924@mailuji.example","ACTIVE"
"BUS-00925","CV Maju Bersama","Maju Bersama","9983063210059","ID","2025-08-02","58122","LT_300M","Jl. Cempaka No. 233","Palembang","Sumatera Selatan","30111","ID","+628996202976","bus-00925@surelsintetis.id","ACTIVE"
"BUS-00926","CV Mandiri Nusantara","Mandiri Nusantara","9999180805328","ID","2013-04-16","23646","GT_50B","Jl. Anggrek No. 38","Palembang","Sumatera Selatan","30111","ID","+628995282149","bus-00926@contoh.id","ACTIVE"
"BUS-00927","Koperasi Berkah Nusantara","Berkah Nusantara","9981612012523","ID","2025-05-25","54964","2_5B_50B","Jl. Kenanga No. 172","Jakarta Pusat","DKI Jakarta","10110","ID","+628994632683","bus-00927@surelsintetis.id","ACTIVE"
"BUS-00928","Koperasi Berkah Perkasa","Berkah Perkasa","9954555203486","ID","2021-04-08","32617","300M_2_5B","Jl. Bougenville No. 37","Bandung","Jawa Barat","40111","ID","+628993120897","bus-00928@demo.example","ACTIVE"
"BUS-00929","UD Berkah Logistik","Berkah Logistik","9982717408354","ID","2018-10-27","10998","300M_2_5B","Jl. Dahlia No. 44","Makassar","Sulawesi Selatan","90111","ID","+628994742099","bus-00929@mailuji.example","ACTIVE"
"BUS-00930","PT Berkah Logistik","Berkah Logistik","9989079115196","ID","2023-10-05","69855","2_5B_50B","Jl. Teratai No. 203","Surabaya","Jawa Timur","60111","ID","+628997613833","bus-00930@demo.example","ACTIVE"
"BUS-00931","Koperasi Sentosa Bersama","Sentosa Bersama","9945772511864","ID","2015-06-01","21816","2_5B_50B","Jl. Melati No. 36","Medan","Sumatera Utara","20111","ID","+628999037355","bus-00931@mailuji.example","SUSPENDED"
"BUS-00932","Koperasi Abadi Bersama","Abadi Bersama","9916658834346","ID","2013-04-20","96374","LT_300M","Jl. Melati No. 44","Semarang","Jawa Tengah","50111","ID","+628991630760","bus-00932@demo.example","ACTIVE"
"BUS-00933","UD Cemerlang Bersama","Cemerlang Bersama","9989034207526","ID","2022-10-13","87144","2_5B_50B","Jl. Dahlia No. 32","Palembang","Sumatera Selatan","30111","ID","+628992099338","bus-00933@mailuji.example","ACTIVE"
"BUS-00934","UD Abadi Niaga","Abadi Niaga","9935674295244","ID","2024-06-29","60029","2_5B_50B","Jl. Bougenville No. 21","Surabaya","Jawa Timur","60111","ID","+628991069266","bus-00934@demo.example","ACTIVE"
"BUS-00935","Koperasi Harapan Utama","Harapan Utama","9949241159351","ID","2025-03-24","64542","2_5B_50B","-","Semarang","Jawa Tengah","50111","ID","+628993291259","bus-00935@demo.example","ACTIVE"
"BUS-00936","Koperasi Berkah Niaga","Berkah Niaga","9976482082869","ID","2024-04-09","11974","GT_50B","Jl. Melati No. 121","Bandung","Jawa Barat","40111","ID","+628993475751","bus-00936@demo.example","ACTIVE"
"BUS-00937","PT Sejahtera Bersama","Sejahtera Bersama","9948142261872","ID","2018-05-18","82690","300M_2_5B","Jl. Kenanga No. 144","Semarang","Jawa Tengah","50111","ID","+628993090241","bus-00937@mailuji.example","ACTIVE"
"BUS-00938","PT Cemerlang Logistik","Cemerlang Logistik","9958467293922","ID","2023-03-07","48814","GT_50B","Jl. Mawar No. 85","Surabaya","Jawa Timur","60111","ID","+628999090986","bus-00938@contoh.id","ACTIVE"
"BUS-00939","Koperasi Lestari Utama","Lestari Utama","9974902941664","ID","2019-03-05","44965","GT_50B","Jl. Anggrek No. 34","Bandung","Jawa Barat","40111","ID","+628992259780","bus-00939@surelsintetis.id","ACTIVE"
"BUS-00940","UD Berkah Nusantara","Berkah Nusantara","9933810552806","ID","2020-04-18","47299","2_5B_50B","Jl. Melati No. 131","Bandung","Jawa Barat","40111","ID","+628998104086","bus-00940@mailuji.example","ACTIVE"
"BUS-00941","Koperasi Jaya Utama","Jaya Utama","9972827790243","ID","2024-01-23","78520","GT_50B","Jl. Kenanga No. 27","Makassar","Sulawesi Selatan","90111","ID","+628996343132","bus-00941@surelsintetis.id","ACTIVE"
"BUS-00942","Koperasi Sinar Nusantara","Sinar Nusantara","9923633930878","ID","2019-02-14","86639","LT_300M","Jl. Melati No. 182","Palembang","Sumatera Selatan","30111","ID","+628998263850","bus-00942@surelsintetis.id","ACTIVE"
"BUS-00943","UD Harapan Perkasa","Harapan Perkasa","9993528628657","ID","2024-01-06","73795","LT_300M","Jl. Bougenville No. 234","Makassar","Sulawesi Selatan","90111","ID","+628997095847","bus-00943@surelsintetis.id","ACTIVE"
"BUS-00944","Koperasi Berkah Perkasa","Berkah Perkasa","9963144103730","ID","2014-07-13","97339","LT_300M","Jl. Cempaka No. 119","Semarang","Jawa Tengah","50111","ID","+628994591435","bus-00944@mailuji.example","ACTIVE"
"BUS-00945","PT Cemerlang Digital","Cemerlang Digital","9929925735098","ID","2012-08-15","35065","2_5B_50B","Jl. Kenanga No. 187","Jakarta Pusat","DKI Jakarta","10110","ID","+628995631728","bus-00945@mailuji.example","ACTIVE"
"BUS-00946","CV Sejahtera Digital","Sejahtera Digital","9999742931272","ID","2014-03-16","50382","300M_2_5B","Jl. Melati No. 98","Jakarta Pusat","DKI Jakarta","10110","ID","+628993113220","bus-00946@surelsintetis.id","ACTIVE"
"BUS-00947","PT Mandiri Niaga","Mandiri Niaga","9945388537493","ID","2015-09-17","75478","LT_300M","Jl. Flamboyan No. 46","Jakarta Pusat","DKI Jakarta","10110","ID","+628997777179","bus-00947@surelsintetis.id","ACTIVE"
"BUS-00948","CV Abadi Nusantara","Abadi Nusantara","9951748546461","ID","2020-09-01","21386","GT_50B","Jl. Kenanga No. 74","Makassar","Sulawesi Selatan","90111","ID","+628991260142","bus-00948@demo.example","ACTIVE"
"BUS-00949","PT Berkah Nusantara","Berkah Nusantara","9936380262251","ID","2020-03-27","46475","GT_50B","Jl. Melati No. 56","Palembang","Sumatera Selatan","30111","ID","+628995157976","bus-00949@surelsintetis.id","ACTIVE"
"BUS-00950","PT Sinar Nusantara","Sinar Nusantara","9923461723449","ID","2020-12-16","50724","2_5B_50B","Jl. Kenanga No. 30","Semarang","Jawa Tengah","50111","ID","+628991191352","bus-00950@demo.example","ACTIVE"
"BUS-00951","CV Abadi Nusantara","Abadi Nusantara","9928544664281","ID","2022-07-06","26084","2_5B_50B","Jl. Teratai No. 1","Makassar","Sulawesi Selatan","90111","ID","+628991769776","bus-00951@demo.example","ACTIVE"
"BUS-00952","UD Sentosa Logistik","Sentosa Logistik","9912200863662","ID","2025-05-27","98358","GT_50B","Jl. Bougenville No. 118","Yogyakarta","DI Yogyakarta","55111","ID","+628999543941","bus-00952@surelsintetis.id","ACTIVE"
"BUS-00953","UD Makmur Logistik","Makmur Logistik","9980968217624","ID","2017-02-17","48106","LT_300M","Jl. Anggrek No. 1","Surabaya","Jawa Timur","60111","ID","+628999537172","bus-00953@mailuji.example","ACTIVE"
"BUS-00954","UD Jaya Utama","Jaya Utama","9936760344711","ID","2013-02-08","94837","LT_300M","Jl. Anggrek No. 219","Bandung","Jawa Barat","40111","ID","+628996882001","bus-00954@surelsintetis.id","ACTIVE"
"BUS-00955","PT Sentosa Nusantara","Sentosa Nusantara","9925133705270","ID","2018-08-23","93399","LT_300M","Jl. Cempaka No. 203","Surabaya","Jawa Timur","60111","ID","+628999483353","bus-00955@surelsintetis.id","ACTIVE"
"BUS-00956","UD Harapan Bersama","Harapan Bersama","9989941538726","ID","2019-01-07","66140","2_5B_50B","Jl. Melati No. 229","Makassar","Sulawesi Selatan","90111","ID","+628991663335","bus-00956@demo.example","ACTIVE"
"BUS-00957","CV Berkah Utama","Berkah Utama","9970707163758","ID","2014-11-01","71152","LT_300M","SAMA DENGAN KTP","Yogyakarta","DI Yogyakarta","55111","ID","+628997319960","bus-00957@surelsintetis.id","ACTIVE"
"BUS-00958","UD Makmur Niaga","Makmur Niaga","9955516683627","ID","2024-01-08","39763","LT_300M","Jl. Mawar No. 202","Medan","Sumatera Utara","20111","ID","+628997586086","bus-00958@contoh.id","ACTIVE"
"BUS-00959","Koperasi Cemerlang Utama","Cemerlang Utama","9956363817684","ID","2017-09-14","55505","2_5B_50B","Jl. Anggrek No. 85","Denpasar","Bali","80111","ID","+628999624564","bus-00959@contoh.id","ACTIVE"
"BUS-00960","PT Sejahtera Perkasa","Sejahtera Perkasa","9915020494265","ID","2016-08-26","23849","300M_2_5B","Jl. Teratai No. 145","Yogyakarta","DI Yogyakarta","55111","ID","+628993102276","bus-00960@mailuji.example","ACTIVE"
"BUS-00961","CV Sinar Logistik","Sinar Logistik","9926456094104","ID","2017-02-04","56307","LT_300M","Jl. Teratai No. 88","Semarang","Jawa Tengah","50111","ID","+628992219079","bus-00961@contoh.id","ACTIVE"
"BUS-00962","PT Sejahtera Niaga","Sejahtera Niaga","9947179252184","ID","2022-04-09","92819","2_5B_50B","Jl. Mawar No. 179","Surabaya","Jawa Timur","60111","ID","+628996163603","bus-00962@contoh.id","ACTIVE"
"BUS-00963","PT Makmur Utama","Makmur Utama","9966111435030","ID","2016-06-09","15179","300M_2_5B","Jl. Melati No. 120","Balikpapan","Kalimantan Timur","76111","ID","+628992403020","bus-00963@demo.example","ACTIVE"
"BUS-00964","PT Makmur Perkasa","Makmur Perkasa","9988805625498","ID","2017-01-18","40992","GT_50B","Jl. Dahlia No. 104","Yogyakarta","DI Yogyakarta","55111","ID","+628994304473","bus-00964@surelsintetis.id","ACTIVE"
"BUS-00965","CV Maju Utama","Maju Utama","9950144879353","ID","2018-08-20","19260","LT_300M","Jl. Melati No. 132","Medan","Sumatera Utara","20111","ID","+628996145173","bus-00965@mailuji.example","ACTIVE"
"BUS-00966","PT Abadi Perkasa","Abadi Perkasa","9926252830647","ID","2024-08-30","58391","300M_2_5B","Jl. Dahlia No. 60","Denpasar","Bali","80111","ID","+628995335926","bus-00966@demo.example","ACTIVE"
"BUS-00967","CV Lestari Perkasa","Lestari Perkasa","9922061800946","ID","2016-11-24","21849","2_5B_50B","Jl. Flamboyan No. 69","Yogyakarta","DI Yogyakarta","55111","ID","+628991634370","bus-00967@surelsintetis.id","ACTIVE"
"BUS-00968","UD Jaya Perkasa","Jaya Perkasa","9951757308641","ID","2018-06-10","52953","2_5B_50B","Jl. Melati No. 211","Semarang","Jawa Tengah","50111","ID","+628994854388","bus-00968@contoh.id","ACTIVE"
"BUS-00969","Koperasi Sentosa Digital","Sentosa Digital","9936972692598","ID","2022-02-27","62440","300M_2_5B","Jl. Teratai No. 86","Denpasar","Bali","80111","ID","+628998619906","bus-00969@surelsintetis.id","ACTIVE"
"BUS-00970","PT Lestari Logistik","Lestari Logistik","9933867957796","ID","2017-08-28","51726","300M_2_5B","Jl. Mawar No. 46","Surabaya","Jawa Timur","60111","ID","+628992816328","bus-00970@mailuji.example","ACTIVE"
"BUS-00971","UD Harapan Digital","Harapan Digital","9910091034315","ID","2013-09-16","76531","GT_50B","Jl. Cempaka No. 30","Semarang","Jawa Tengah","50111","ID","+628996749059","bus-00971@demo.example","CLOSED"
"BUS-00972","PT Cemerlang Perkasa","Cemerlang Perkasa","9989150130610","ID","2024-03-22","60520","300M_2_5B","Jl. Anggrek No. 211","Jakarta Pusat","DKI Jakarta","10110","ID","+628991445789","bus-00972@surelsintetis.id","ACTIVE"
"BUS-00973","Koperasi Sejahtera Bersama","Sejahtera Bersama","9955405069796","ID","2017-11-05","39046","2_5B_50B","Jl. Teratai No. 211","Surabaya","Jawa Timur","60111","ID","+628992685558","bus-00973@surelsintetis.id","ACTIVE"
"BUS-00974","Koperasi Mandiri Utama","Mandiri Utama","9998709599615","ID","2020-05-18","61364","GT_50B","Jl. Teratai No. 133","Palembang","Sumatera Selatan","30111","ID","+628991648186","bus-00974@surelsintetis.id","ACTIVE"
"BUS-00975","CV Berkah Perkasa","Berkah Perkasa","9936539449225","ID","2023-05-10","50637","2_5B_50B","Jl. Kenanga No. 152","Medan","Sumatera Utara","20111","ID","+628995964381","bus-00975@mailuji.example","ACTIVE"
"BUS-00976","Koperasi Harapan Digital","Harapan Digital","9988042666697","ID","2013-09-11","71459","2_5B_50B","Jl. Anggrek No. 35","Surabaya","Jawa Timur","60111","ID","+628996926706","bus-00976@contoh.id","ACTIVE"
"BUS-00977","Koperasi Sinar Perkasa","Sinar Perkasa","9913029532997","ID","2018-03-06","67388","LT_300M","Jl. Melati No. 133","Medan","Sumatera Utara","20111","ID","+628991929071","bus-00977@mailuji.example","ACTIVE"
"BUS-00978","PT Lestari Nusantara","Lestari Nusantara","9988866119350","ID","2017-12-29","12398","LT_300M","SAMA DENGAN KTP","Balikpapan","Kalimantan Timur","76111","ID","+628998447576","bus-00978@surelsintetis.id","ACTIVE"
"BUS-00979","UD Sejahtera Nusantara","Sejahtera Nusantara","9913257369526","ID","2017-06-27","78015","GT_50B","Jl. Melati No. 194","Surabaya","Jawa Timur","60111","ID","+628994901382","bus-00979@demo.example","ACTIVE"
"BUS-00980","PT Makmur Bersama","Makmur Bersama","9938644742268","ID","2023-05-23","48431","LT_300M","N/A","Surabaya","Jawa Timur","60111","ID","+628991952522","bus-00980@demo.example","ACTIVE"
"BUS-00981","PT Maju Digital","Maju Digital","9952666705967","ID","2018-07-03","74554","LT_300M","Jl. Anggrek No. 146","Jakarta Pusat","DKI Jakarta","10110","ID","+628992506942","bus-00981@demo.example","ACTIVE"
"BUS-00982","UD Berkah Bersama","Berkah Bersama","9941681718874","ID","2013-09-10","41255","GT_50B","Jl. Anggrek No. 152","Semarang","Jawa Tengah","50111","ID","+628995846241","bus-00982@demo.example","ACTIVE"
"BUS-00983","PT Jaya Perkasa","Jaya Perkasa","9992534314737","ID","2024-10-10","71329","300M_2_5B","Jl. Kenanga No. 204","Semarang","Jawa Tengah","50111","ID","+628992100755","bus-00983@surelsintetis.id","ACTIVE"
"BUS-00984","PT Sentosa Nusantara","Sentosa Nusantara","9983895155913","ID","2017-12-26","14820","300M_2_5B","Jl. Teratai No. 6","Makassar","Sulawesi Selatan","90111","ID","+628997252859","bus-00984@mailuji.example","SUSPENDED"
"BUS-00985","CV Sinar Bersama","Sinar Bersama","9960982521534","ID","2023-03-19","33309","GT_50B","Jl. Dahlia No. 20","Jakarta Pusat","DKI Jakarta","10110","ID","+628999723908","bus-00985@demo.example","CLOSED"
"BUS-00986","CV Harapan Perkasa","Harapan Perkasa","9963767938065","ID","2022-10-14","25861","2_5B_50B","Jl. Kenanga No. 165","Palembang","Sumatera Selatan","30111","ID","+628999554845","bus-00986@surelsintetis.id","SUSPENDED"
"BUS-00987","PT Sentosa Nusantara","Sentosa Nusantara","9992076439461","ID","2014-06-27","71343","300M_2_5B","Jl. Kenanga No. 135","Balikpapan","Kalimantan Timur","76111","ID","+628992449487","bus-00987@mailuji.example","ACTIVE"
"BUS-00988","CV Makmur Digital","Makmur Digital","9926369716832","ID","2021-05-05","15131","GT_50B","Jl. Teratai No. 42","Makassar","Sulawesi Selatan","90111","ID","+628992810689","bus-00988@mailuji.example","ACTIVE"
"BUS-00989","UD Jaya Perkasa","Jaya Perkasa","9935150572016","ID","2023-05-14","95624","LT_300M","Jl. Flamboyan No. 25","Bandung","Jawa Barat","40111","ID","+628992832180","bus-00989@mailuji.example","ACTIVE"
"BUS-00990","CV Jaya Logistik","Jaya Logistik","9990152195473","ID","2020-12-01","37569","GT_50B","Jl. Flamboyan No. 47","Yogyakarta","DI Yogyakarta","55111","ID","+628991732034","bus-00990@mailuji.example","ACTIVE"
"BUS-00991","PT Abadi Niaga","Abadi Niaga","9915692259707","ID","2022-08-31","13099","LT_300M","Jl. Flamboyan No. 216","Yogyakarta","DI Yogyakarta","55111","ID","+628998948559","bus-00991@contoh.id","ACTIVE"
"BUS-00992","Koperasi Makmur Niaga","Makmur Niaga","9952778897434","ID","2024-10-12","32351","GT_50B","Jl. Mawar No. 73","Jakarta Pusat","DKI Jakarta","10110","ID","+628994669720","bus-00992@mailuji.example","ACTIVE"
"BUS-00993","Koperasi Sinar Perkasa","Sinar Perkasa","9912474562949","ID","2024-01-11","99472","GT_50B","Jl. Dahlia No. 167","Denpasar","Bali","80111","ID","+628995317534","bus-00993@mailuji.example","ACTIVE"
"BUS-00994","UD Makmur Niaga","Makmur Niaga","9975228584764","ID","2022-04-05","32155","300M_2_5B","Jl. Melati No. 228","Surabaya","Jawa Timur","60111","ID","+628997942463","bus-00994@surelsintetis.id","ACTIVE"
"BUS-00995","PT Sinar Utama","Sinar Utama","9915757096599","ID","2017-04-12","99112","2_5B_50B","Jl. Bougenville No. 25","Palembang","Sumatera Selatan","30111","ID","+628994780037","bus-00995@contoh.id","ACTIVE"
"BUS-00996","PT Sejahtera Bersama","Sejahtera Bersama","9932158141835","ID","2019-03-27","79828","LT_300M","Jl. Cempaka No. 12","Surabaya","Jawa Timur","60111","ID","+628992825892","bus-00996@demo.example","ACTIVE"
"BUS-00997","UD Maju Digital","Maju Digital","9979311909410","ID","2023-02-05","73298","GT_50B","Jl. Teratai No. 105","Medan","Sumatera Utara","20111","ID","+628998362872","bus-00997@demo.example","ACTIVE"
"BUS-00998","UD Cemerlang Niaga","Cemerlang Niaga","9996433203304","ID","2020-07-04","56969","300M_2_5B","Jl. Mawar No. 198","Jakarta Pusat","DKI Jakarta","10110","ID","+628999472310","bus-00998@contoh.id","ACTIVE"
"BUS-00999","UD Makmur Bersama","Makmur Bersama","9925109314985","ID","2024-09-13","82314","300M_2_5B","Jl. Cempaka No. 112","Surabaya","Jawa Timur","60111","ID","+628993656583","bus-00999@mailuji.example","ACTIVE"
"BUS-01000","Koperasi Sinar Nusantara","Sinar Nusantara","9934275736492","ID","2021-04-24","21763","2_5B_50B","Jl. Dahlia No. 214","Palembang","Sumatera Selatan","30111","ID","+628993668071","bus-01000@demo.example","ACTIVE"
"BUS-01001","Koperasi Berkah Utama","Berkah Utama","9918113650707","ID","2019-04-21","11982","GT_50B","Jl. Anggrek No. 36","Surabaya","Jawa Timur","60111","ID","+628997454175","bus-01001@demo.example","ACTIVE"
"BUS-01002","CV Lestari Perkasa","Lestari Perkasa","9944980974548","ID","2020-09-24","62266","2_5B_50B","Jl. Mawar No. 85","Yogyakarta","DI Yogyakarta","55111","ID","+628996532706","bus-01002@contoh.id","ACTIVE"
"BUS-01003","PT Sejahtera Logistik","Sejahtera Logistik","9939207896314","ID","2023-03-06","58695","GT_50B","Jl. Cempaka No. 185","Denpasar","Bali","80111","ID","+628998348570","bus-01003@mailuji.example","ACTIVE"
"BUS-01004","Koperasi Cemerlang Digital","Cemerlang Digital","9996770709689","ID","2024-08-06","26603","300M_2_5B","Jl. Mawar No. 146","Yogyakarta","DI Yogyakarta","55111","ID","+628994377421","bus-01004@demo.example","ACTIVE"
